probe,gallery,template_idx,similarity,is_genuine
LoredanaBerte.jpg,ScarlettJohansson,0,0.022408194839954376,0
LoredanaBerte.jpg,ScarlettJohansson,1,0.037181369960308075,0
LoredanaBerte.jpg,ScarlettJohansson,2,0.02529280073940754,0
LoredanaBerte.jpg,SachaBaronCohen,0,-0.025543207302689552,0
LoredanaBerte.jpg,SachaBaronCohen,1,0.02299131080508232,0
LoredanaBerte.jpg,SachaBaronCohen,2,-0.025638997554779053,0
LoredanaBerte.jpg,JoeBiden,0,0.1337587982416153,0
LoredanaBerte.jpg,JoeBiden,1,0.07594610005617142,0
LoredanaBerte.jpg,JoeBiden,2,0.031197212636470795,0
LoredanaBerte.jpg,JohnnyDepp,0,0.04961742088198662,0
LoredanaBerte.jpg,JohnnyDepp,1,0.013240104541182518,0
LoredanaBerte.jpg,JohnnyDepp,2,0.20515379309654236,0
LoredanaBerte.jpg,JimCarrey,0,0.04062469303607941,0
LoredanaBerte.jpg,JimCarrey,1,0.05887550115585327,0
LoredanaBerte.jpg,JimCarrey,2,0.08800873905420303,0
LoredanaBerte.jpg,PattyPravo,0,0.14619287848472595,0
LoredanaBerte.jpg,PattyPravo,1,0.02584107592701912,0
LoredanaBerte.jpg,PattyPravo,2,0.15392620861530304,0
LoredanaBerte.jpg,SimonaVentura,0,0.16806435585021973,0
LoredanaBerte.jpg,SimonaVentura,1,0.08183056861162186,0
LoredanaBerte.jpg,SimonaVentura,2,0.09764914959669113,0
LoredanaBerte.jpg,DaxShepard,0,0.05853406339883804,0
LoredanaBerte.jpg,DaxShepard,1,-0.027421249076724052,0
LoredanaBerte.jpg,DaxShepard,2,-0.0464586541056633,0
LoredanaBerte.jpg,KevinJonas,0,0.02325880341231823,0
LoredanaBerte.jpg,KevinJonas,1,-0.07520410418510437,0
LoredanaBerte.jpg,KevinJonas,2,-0.09794588387012482,0
LoredanaBerte.jpg,BritneySpears,0,-0.1182364970445633,0
LoredanaBerte.jpg,BritneySpears,1,-0.03616045415401459,0
LoredanaBerte.jpg,BritneySpears,2,-0.13154545426368713,0
LoredanaBerte.jpg,ChrisEvans,0,0.024731062352657318,0
LoredanaBerte.jpg,ChrisEvans,1,0.12760283052921295,0
LoredanaBerte.jpg,ChrisEvans,2,0.08215481042861938,0
LoredanaBerte.jpg,RobinWilliams,0,-0.0041565317660570145,0
LoredanaBerte.jpg,RobinWilliams,1,-0.03303944692015648,0
LoredanaBerte.jpg,RobinWilliams,2,-0.08705586194992065,0
LoredanaBerte.jpg,MatthewMcConaughey,0,-0.02272982895374298,0
LoredanaBerte.jpg,MatthewMcConaughey,1,-0.05910809338092804,0
LoredanaBerte.jpg,MatthewMcConaughey,2,-0.06252644956111908,0
LoredanaBerte.jpg,JoeJonas,0,-0.014098732732236385,0
LoredanaBerte.jpg,JoeJonas,1,0.021049577742815018,0
LoredanaBerte.jpg,JoeJonas,2,0.09090101718902588,0
LoredanaBerte.jpg,ElizabethOlsen,0,0.11008679121732712,0
LoredanaBerte.jpg,ElizabethOlsen,1,0.11573272198438644,0
LoredanaBerte.jpg,ElizabethOlsen,2,0.17906838655471802,0
LoredanaBerte.jpg,AshleyOlsen,0,0.05082523822784424,0
LoredanaBerte.jpg,AshleyOlsen,1,0.16178354620933533,0
LoredanaBerte.jpg,AshleyOlsen,2,0.13388670980930328,0
LoredanaBerte.jpg,DonaldTrump,0,0.08946773409843445,0
LoredanaBerte.jpg,DonaldTrump,1,0.016181983053684235,0
LoredanaBerte.jpg,DonaldTrump,2,0.1368865817785263,0
LoredanaBerte.jpg,JenniferLawrence,0,-0.055509231984615326,0
LoredanaBerte.jpg,JenniferLawrence,1,-0.0540725439786911,0
LoredanaBerte.jpg,JenniferLawrence,2,-0.026083622127771378,0
LoredanaBerte.jpg,LoredanaBerte,0,0.5294189453125,1
LoredanaBerte.jpg,LoredanaBerte,1,0.5286765098571777,1
LoredanaBerte.jpg,LoredanaBerte,2,0.6370980143547058,1
LoredanaBerte.jpg,EmmaWatson,0,-0.11303282529115677,0
LoredanaBerte.jpg,EmmaWatson,1,-0.12487602978944778,0
LoredanaBerte.jpg,EmmaWatson,2,-0.11391863226890564,0
LoredanaBerte.jpg,MegRyan,0,-0.09363790601491928,0
LoredanaBerte.jpg,MegRyan,1,0.058687303215265274,0
LoredanaBerte.jpg,MegRyan,2,0.013910952024161816,0
LoredanaBerte.jpg,DrusillaFoer,0,0.024032415822148323,0
LoredanaBerte.jpg,DrusillaFoer,1,0.22247110307216644,0
LoredanaBerte.jpg,DrusillaFoer,2,0.059166744351387024,0
LoredanaBerte.jpg,RamiMalek,0,-0.06698434054851532,0
LoredanaBerte.jpg,RamiMalek,1,-0.15309815108776093,0
LoredanaBerte.jpg,RamiMalek,2,-0.07026169449090958,0
LoredanaBerte.jpg,LiamHemsworth,0,-0.05052003264427185,0
LoredanaBerte.jpg,LiamHemsworth,1,-0.01131059043109417,0
LoredanaBerte.jpg,LiamHemsworth,2,-0.10463780164718628,0
LoredanaBerte.jpg,QueenElizabeth,0,-0.023489534854888916,0
LoredanaBerte.jpg,QueenElizabeth,1,0.06280633062124252,0
LoredanaBerte.jpg,QueenElizabeth,2,-0.07995828986167908,0
LoredanaBerte.jpg,RDJ,0,0.03143393248319626,0
LoredanaBerte.jpg,RDJ,1,-0.0027492064982652664,0
LoredanaBerte.jpg,DanielRadcliffe,0,-0.1077343225479126,0
LoredanaBerte.jpg,DanielRadcliffe,1,-0.06393919885158539,0
LoredanaBerte.jpg,DanielRadcliffe,2,-0.11778388917446136,0
LoredanaBerte.jpg,Adele,0,0.23848047852516174,0
LoredanaBerte.jpg,Adele,1,0.07672365009784698,0
LoredanaBerte.jpg,Adele,2,0.06140390783548355,0
LoredanaBerte.jpg,BruceJenner,0,0.2217419594526291,0
LoredanaBerte.jpg,BruceJenner,1,0.18493595719337463,0
LoredanaBerte.jpg,BruceJenner,2,0.067630834877491,0
LoredanaBerte.jpg,HughGrant,0,-0.04190204292535782,0
LoredanaBerte.jpg,HughGrant,1,-0.021364755928516388,0
LoredanaBerte.jpg,HughGrant,2,-0.056585416197776794,0
LoredanaBerte.jpg,NickJonas,0,-0.23411856591701508,0
LoredanaBerte.jpg,NickJonas,1,-0.23010240495204926,0
LoredanaBerte.jpg,NickJonas,2,-0.1746601164340973,0
LoredanaBerte.jpg,GeorgeClooney,0,0.06252685189247131,0
LoredanaBerte.jpg,GeorgeClooney,1,0.1572265774011612,0
LoredanaBerte.jpg,GeorgeClooney,2,0.09109364449977875,0
LoredanaBerte.jpg,BradPitt,0,-0.015055948868393898,0
LoredanaBerte.jpg,BradPitt,1,-0.01242295652627945,0
LoredanaBerte.jpg,BradPitt,2,0.07166063785552979,0
LoredanaBerte.jpg,MacaulayCulkin,0,0.02363937720656395,0
LoredanaBerte.jpg,MacaulayCulkin,1,0.035965677350759506,0
LoredanaBerte.jpg,MacaulayCulkin,2,-0.08362524211406708,0
LoredanaBerte.jpg,KylieJenner,0,0.28884291648864746,0
LoredanaBerte.jpg,KylieJenner,1,0.13600125908851624,0
LoredanaBerte.jpg,KylieJenner,2,0.11388121545314789,0
LoredanaBerte.jpg,Rupaul,0,0.07272597402334213,0
LoredanaBerte.jpg,RobertDeNiro,0,-0.01978808082640171,0
LoredanaBerte.jpg,RobertDeNiro,1,-0.017052005976438522,0
LoredanaBerte.jpg,RobertDeNiro,2,-0.11564521491527557,0
LoredanaBerte.jpg,KeanuReeves,0,-0.1524529904127121,0
LoredanaBerte.jpg,KeanuReeves,1,-0.11788202822208405,0
LoredanaBerte.jpg,KeanuReeves,2,-0.05288580060005188,0
LoredanaBerte.jpg,KatyPerry,0,-0.006472744047641754,0
LoredanaBerte.jpg,KatyPerry,1,-0.05330447480082512,0
LoredanaBerte.jpg,KatyPerry,2,-0.0037998612970113754,0
LoredanaBerte.jpg,GiorgiaMeloni,0,-0.09609755128622055,0
LoredanaBerte.jpg,GiorgiaMeloni,1,-0.08217135816812515,0
LoredanaBerte.jpg,GiorgiaMeloni,2,-0.07294857501983643,0
LoredanaBerte.jpg,JamesCharles,0,-0.004532195627689362,0
LoredanaBerte.jpg,JamesCharles,1,0.0902085229754448,0
LoredanaBerte.jpg,JamesCharles,2,0.12428561598062515,0
LoredanaBerte.jpg,JessicaChastain,0,0.08274900913238525,0
LoredanaBerte.jpg,JessicaChastain,1,0.03708169609308243,0
LoredanaBerte.jpg,JessicaChastain,2,0.10192020237445831,0
LoredanaBerte.jpg,DylanSprouse,0,-0.20505401492118835,0
LoredanaBerte.jpg,DylanSprouse,1,-0.16610586643218994,0
LoredanaBerte.jpg,DylanSprouse,2,-0.2749437987804413,0
LoredanaBerte.jpg,DojaCat,0,0.048089079558849335,0
LoredanaBerte.jpg,DojaCat,1,0.10512812435626984,0
LoredanaBerte.jpg,DojaCat,2,0.11103897541761398,0
LoredanaBerte.jpg,Platinette,0,0.04192559793591499,0
LoredanaBerte.jpg,Platinette,1,0.08421468734741211,0
LoredanaBerte.jpg,Platinette,2,0.006457093171775341,0
LoredanaBerte.jpg,EddieRedmayne,0,-0.12080828100442886,0
LoredanaBerte.jpg,EddieRedmayne,1,-0.041602469980716705,0
LoredanaBerte.jpg,EddieRedmayne,2,-0.10513751208782196,0
LoredanaBerte.jpg,AdamSandler,0,-0.14217130839824677,0
LoredanaBerte.jpg,AdamSandler,1,-0.08336235582828522,0
LoredanaBerte.jpg,AdamSandler,2,-0.09905681014060974,0
LoredanaBerte.jpg,OriettaBerti,0,-0.1527406871318817,0
LoredanaBerte.jpg,OriettaBerti,1,-0.10829319059848785,0
LoredanaBerte.jpg,OriettaBerti,2,-0.13242697715759277,0
LoredanaBerte.jpg,LindsayLohan,0,-0.20501753687858582,0
LoredanaBerte.jpg,LindsayLohan,1,-0.10934039950370789,0
LoredanaBerte.jpg,AntonioBanderas,0,0.03151542693376541,0
LoredanaBerte.jpg,AntonioBanderas,1,0.07807540893554688,0
LoredanaBerte.jpg,AntonioBanderas,2,0.10050661116838455,0
LoredanaBerte.jpg,ZoeSaldana,0,-0.0901511013507843,0
LoredanaBerte.jpg,ZoeSaldana,1,-0.2355145663022995,0
LoredanaBerte.jpg,ZoeSaldana,2,-0.11452366411685944,0
LoredanaBerte.jpg,RuPaul,0,0.12289612740278244,0
LoredanaBerte.jpg,RuPaul,1,0.0070284465327858925,0
LoredanaBerte.jpg,ClintEastwood,0,-0.02085070125758648,0
LoredanaBerte.jpg,ClintEastwood,1,0.02372918650507927,0
LoredanaBerte.jpg,ClintEastwood,2,0.006424116436392069,0
LoredanaBerte.jpg,TrixieMattel,0,-0.16821204125881195,0
LoredanaBerte.jpg,TrixieMattel,1,0.045496173202991486,0
LoredanaBerte.jpg,TrixieMattel,2,-0.24514299631118774,0
LoredanaBerte.jpg,JaimePressly,0,0.18199750781059265,0
LoredanaBerte.jpg,JaimePressly,1,-0.011006318032741547,0
LoredanaBerte.jpg,JaimePressly,2,-0.10000982880592346,0
LoredanaBerte.jpg,OliverPhelps,0,0.06649775058031082,0
LoredanaBerte.jpg,OliverPhelps,1,0.014152610674500465,0
LoredanaBerte.jpg,OliverPhelps,2,0.06309966742992401,0
LoredanaBerte.jpg,ChrisHemsworth,0,-0.05905257165431976,0
LoredanaBerte.jpg,ChrisHemsworth,1,-0.08035046607255936,0
LoredanaBerte.jpg,ChrisHemsworth,2,0.021777721121907234,0
LoredanaBerte.jpg,NicoleKidman,0,-0.02443338744342327,0
LoredanaBerte.jpg,NicoleKidman,1,0.12113375961780548,0
LoredanaBerte.jpg,NicoleKidman,2,0.11996793001890182,0
LoredanaBerte.jpg,ZacEfron,0,0.07477311789989471,0
LoredanaBerte.jpg,ZacEfron,1,0.029620451852679253,0
LoredanaBerte.jpg,ZacEfron,2,0.07231396436691284,0
LoredanaBerte.jpg,MonicaBellucci,0,0.08294473588466644,0
LoredanaBerte.jpg,MonicaBellucci,1,0.10324844717979431,0
LoredanaBerte.jpg,MonicaBellucci,2,0.13886559009552002,0
LoredanaBerte.jpg,GiorgioChiellini,0,0.04336436837911606,0
LoredanaBerte.jpg,GiorgioChiellini,1,0.13508132100105286,0
LoredanaBerte.jpg,GiorgioChiellini,2,0.08517268300056458,0
LoredanaBerte.jpg,IlaryBlasi,0,0.07458221912384033,0
LoredanaBerte.jpg,IlaryBlasi,1,0.07199923694133759,0
LoredanaBerte.jpg,IlaryBlasi,2,-0.03218724578619003,0
LoredanaBerte.jpg,MargotRobbie,0,-0.04532642662525177,0
LoredanaBerte.jpg,MargotRobbie,1,-0.022185057401657104,0
LoredanaBerte.jpg,MargotRobbie,2,0.0023113051429390907,0
LoredanaBerte.jpg,WillemDafoe,0,-0.028016775846481323,0
LoredanaBerte.jpg,WillemDafoe,1,0.0006121862679719925,0
LoredanaBerte.jpg,WillemDafoe,2,0.05453623831272125,0
LoredanaBerte.jpg,MarlonBrando,0,-0.014106599614024162,0
LoredanaBerte.jpg,MarlonBrando,1,0.06631074845790863,0
LoredanaBerte.jpg,MarlonBrando,2,-0.07215280085802078,0
LoredanaBerte.jpg,OrnellaVanoni,0,0.017073020339012146,0
LoredanaBerte.jpg,OrnellaVanoni,1,0.07065310329198837,0
LoredanaBerte.jpg,OrnellaVanoni,2,0.070772685110569,0
LoredanaBerte.jpg,GlenPowell,0,-0.10638488829135895,0
LoredanaBerte.jpg,GlenPowell,1,-0.08753743022680283,0
LoredanaBerte.jpg,GlenPowell,2,-0.0769047662615776,0
LoredanaBerte.jpg,HarryStyles,0,-0.2416331022977829,0
LoredanaBerte.jpg,HarryStyles,1,-0.26780861616134644,0
LoredanaBerte.jpg,HarryStyles,2,-0.18032927811145782,0
LoredanaBerte.jpg,LeonardoDiCaprio,0,-0.05794773995876312,0
LoredanaBerte.jpg,LeonardoDiCaprio,1,-0.11520330607891083,0
LoredanaBerte.jpg,LeonardoDiCaprio,2,-0.03315842151641846,0
LoredanaBerte.jpg,BiancaDelRio,0,0.0780155286192894,0
LoredanaBerte.jpg,BiancaDelRio,1,-0.03202475234866142,0
LoredanaBerte.jpg,BiancaDelRio,2,0.012288317084312439,0
LoredanaBerte.jpg,KimKardashian,0,0.05910336226224899,0
LoredanaBerte.jpg,KimKardashian,1,0.1270005702972412,0
LoredanaBerte.jpg,KimKardashian,2,0.15260115265846252,0
LoredanaBerte.jpg,JeffreyDeanMorgan,0,0.1666414737701416,0
LoredanaBerte.jpg,JeffreyDeanMorgan,1,0.1382148265838623,0
NicoleKidman.jpg,ScarlettJohansson,0,-0.02176733873784542,0
NicoleKidman.jpg,ScarlettJohansson,1,-0.0006077941507101059,0
NicoleKidman.jpg,ScarlettJohansson,2,-0.0395110547542572,0
NicoleKidman.jpg,SachaBaronCohen,0,0.12623193860054016,0
NicoleKidman.jpg,SachaBaronCohen,1,0.15828436613082886,0
NicoleKidman.jpg,SachaBaronCohen,2,0.18293079733848572,0
NicoleKidman.jpg,JoeBiden,0,0.09937941282987595,0
NicoleKidman.jpg,JoeBiden,1,0.08265665918588638,0
NicoleKidman.jpg,JoeBiden,2,-0.01016296073794365,0
NicoleKidman.jpg,JohnnyDepp,0,0.0268118754029274,0
NicoleKidman.jpg,JohnnyDepp,1,0.018011292442679405,0
NicoleKidman.jpg,JohnnyDepp,2,0.08831433951854706,0
NicoleKidman.jpg,JimCarrey,0,0.12457558512687683,0
NicoleKidman.jpg,JimCarrey,1,0.07277463376522064,0
