probe,gallery,template_idx,similarity,is_genuine
GlenPowell.jpg,ScarlettJohansson,0,0.12560632824897766,0
GlenPowell.jpg,ScarlettJohansson,1,0.13413582742214203,0
GlenPowell.jpg,ScarlettJohansson,2,0.17398332059383392,0
GlenPowell.jpg,SachaBaronCohen,0,0.021612394601106644,0
GlenPowell.jpg,SachaBaronCohen,1,0.052405864000320435,0
GlenPowell.jpg,SachaBaronCohen,2,-0.0067138466984033585,0
GlenPowell.jpg,JoeBiden,0,-0.09993872791528702,0
GlenPowell.jpg,JoeBiden,1,-0.11187861859798431,0
GlenPowell.jpg,JoeBiden,2,-0.142734095454216,0
GlenPowell.jpg,JohnnyDepp,0,-0.09169565141201019,0
GlenPowell.jpg,JohnnyDepp,1,-0.20274780690670013,0
GlenPowell.jpg,JohnnyDepp,2,-0.14042845368385315,0
GlenPowell.jpg,JimCarrey,0,-0.10712509602308273,0
GlenPowell.jpg,JimCarrey,1,-0.1390746384859085,0
GlenPowell.jpg,JimCarrey,2,-0.027018476277589798,0
GlenPowell.jpg,PattyPravo,0,-0.0573238879442215,0
GlenPowell.jpg,PattyPravo,1,-0.19584059715270996,0
GlenPowell.jpg,PattyPravo,2,-0.12572675943374634,0
GlenPowell.jpg,SimonaVentura,0,0.03227313235402107,0
GlenPowell.jpg,SimonaVentura,1,-0.02190813608467579,0
GlenPowell.jpg,SimonaVentura,2,0.062094736844301224,0
GlenPowell.jpg,DaxShepard,0,-0.03140462934970856,0
GlenPowell.jpg,DaxShepard,1,-0.0041525280103087425,0
GlenPowell.jpg,DaxShepard,2,0.021651502698659897,0
GlenPowell.jpg,KevinJonas,0,-0.09953820705413818,0
GlenPowell.jpg,KevinJonas,1,-0.11532771587371826,0
GlenPowell.jpg,KevinJonas,2,-0.09437572211027145,0
GlenPowell.jpg,BritneySpears,0,-0.05492504686117172,0
GlenPowell.jpg,BritneySpears,1,-0.057696741074323654,0
GlenPowell.jpg,BritneySpears,2,0.026953570544719696,0
GlenPowell.jpg,ChrisEvans,0,0.06090983375906944,0
GlenPowell.jpg,ChrisEvans,1,0.14024335145950317,0
GlenPowell.jpg,ChrisEvans,2,0.06994995474815369,0
GlenPowell.jpg,RobinWilliams,0,-0.15665622055530548,0
GlenPowell.jpg,RobinWilliams,1,-0.006804466713219881,0
GlenPowell.jpg,RobinWilliams,2,-0.03896410018205643,0
GlenPowell.jpg,MatthewMcConaughey,0,0.09424583613872528,0
GlenPowell.jpg,MatthewMcConaughey,1,0.08080519735813141,0
GlenPowell.jpg,MatthewMcConaughey,2,0.14643487334251404,0
GlenPowell.jpg,JoeJonas,0,-0.08209000527858734,0
GlenPowell.jpg,JoeJonas,1,-0.08721813559532166,0
GlenPowell.jpg,JoeJonas,2,-0.09676970541477203,0
GlenPowell.jpg,ElizabethOlsen,0,0.1251678317785263,0
GlenPowell.jpg,ElizabethOlsen,1,0.22817084193229675,0
GlenPowell.jpg,ElizabethOlsen,2,0.0903303250670433,0
GlenPowell.jpg,AshleyOlsen,0,0.14410901069641113,0
GlenPowell.jpg,AshleyOlsen,1,0.1282608062028885,0
GlenPowell.jpg,AshleyOlsen,2,0.06084678694605827,0
GlenPowell.jpg,DonaldTrump,0,-0.11980242282152176,0
GlenPowell.jpg,DonaldTrump,1,-0.12852349877357483,0
GlenPowell.jpg,DonaldTrump,2,-0.1393803507089615,0
GlenPowell.jpg,JenniferLawrence,0,0.12228408455848694,0
GlenPowell.jpg,JenniferLawrence,1,0.0837312787771225,0
GlenPowell.jpg,JenniferLawrence,2,0.07722465693950653,0
GlenPowell.jpg,LoredanaBerte,0,-0.1050131767988205,0
GlenPowell.jpg,LoredanaBerte,1,-0.06457598507404327,0
GlenPowell.jpg,LoredanaBerte,2,-0.008018920198082924,0
GlenPowell.jpg,EmmaWatson,0,-0.3125746250152588,0
GlenPowell.jpg,EmmaWatson,1,-0.23425979912281036,0
GlenPowell.jpg,EmmaWatson,2,-0.24142706394195557,0
GlenPowell.jpg,MegRyan,0,0.03576245531439781,0
GlenPowell.jpg,MegRyan,1,-0.16616344451904297,0
GlenPowell.jpg,MegRyan,2,-0.08875973522663116,0
GlenPowell.jpg,DrusillaFoer,0,0.008468225598335266,0
GlenPowell.jpg,DrusillaFoer,1,-0.21445739269256592,0
GlenPowell.jpg,DrusillaFoer,2,-0.07850496470928192,0
GlenPowell.jpg,RamiMalek,0,-0.12827417254447937,0
GlenPowell.jpg,RamiMalek,1,0.003925347700715065,0
GlenPowell.jpg,RamiMalek,2,-0.04582369327545166,0
GlenPowell.jpg,LiamHemsworth,0,0.06058502197265625,0
GlenPowell.jpg,LiamHemsworth,1,0.09413808584213257,0
GlenPowell.jpg,LiamHemsworth,2,0.08861765265464783,0
GlenPowell.jpg,QueenElizabeth,0,0.25578227639198303,0
GlenPowell.jpg,QueenElizabeth,1,0.0705137848854065,0
GlenPowell.jpg,QueenElizabeth,2,0.16114109754562378,0
GlenPowell.jpg,RDJ,0,0.0460125170648098,0
GlenPowell.jpg,RDJ,1,-0.009737014770507812,0
GlenPowell.jpg,DanielRadcliffe,0,-0.10469144582748413,0
GlenPowell.jpg,DanielRadcliffe,1,-0.10808221995830536,0
GlenPowell.jpg,DanielRadcliffe,2,-0.13492922484874725,0
GlenPowell.jpg,Adele,0,0.094243623316288,0
GlenPowell.jpg,Adele,1,-0.04519297555088997,0
GlenPowell.jpg,Adele,2,-0.03961481153964996,0
GlenPowell.jpg,BruceJenner,0,-0.0639234259724617,0
GlenPowell.jpg,BruceJenner,1,0.009497757069766521,0
GlenPowell.jpg,BruceJenner,2,-0.03597714751958847,0
GlenPowell.jpg,HughGrant,0,0.0235005933791399,0
GlenPowell.jpg,HughGrant,1,-0.09295576065778732,0
GlenPowell.jpg,HughGrant,2,-0.0640687644481659,0
GlenPowell.jpg,NickJonas,0,-0.06244047358632088,0
GlenPowell.jpg,NickJonas,1,-0.031776413321495056,0
GlenPowell.jpg,NickJonas,2,-0.03919307887554169,0
GlenPowell.jpg,GeorgeClooney,0,-0.1048726737499237,0
GlenPowell.jpg,GeorgeClooney,1,-0.14873260259628296,0
GlenPowell.jpg,GeorgeClooney,2,-0.13399529457092285,0
GlenPowell.jpg,BradPitt,0,0.13831190764904022,0
GlenPowell.jpg,BradPitt,1,0.011744188144803047,0
GlenPowell.jpg,BradPitt,2,0.1210685595870018,0
GlenPowell.jpg,MacaulayCulkin,0,-0.09724690765142441,0
GlenPowell.jpg,MacaulayCulkin,1,-0.14882169663906097,0
GlenPowell.jpg,MacaulayCulkin,2,-0.1704525500535965,0
GlenPowell.jpg,KylieJenner,0,-0.07905128598213196,0
GlenPowell.jpg,KylieJenner,1,-0.01918545365333557,0
GlenPowell.jpg,KylieJenner,2,-0.015641506761312485,0
GlenPowell.jpg,Rupaul,0,-0.22187326848506927,0
GlenPowell.jpg,RobertDeNiro,0,0.045947931706905365,0
GlenPowell.jpg,RobertDeNiro,1,0.08137594163417816,0
GlenPowell.jpg,RobertDeNiro,2,0.15941071510314941,0
GlenPowell.jpg,KeanuReeves,0,-0.1250923126935959,0
GlenPowell.jpg,KeanuReeves,1,-0.01132212020456791,0
GlenPowell.jpg,KeanuReeves,2,-0.04700355976819992,0
GlenPowell.jpg,KatyPerry,0,-0.08279205858707428,0
